Players,Price,Total pts,Selected,MD pts,Pts per €,Pts per MD,PotM pts,Goals,Assists,Balls recovered,Clean sheets,Red cards,Yellow cards,Mins played,Trans in,Trans out,img_url,Next Match,Position
T. Elšnik,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,FWD
S. Lovrić,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,MID
A. Ruiz,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,FWD
A. Fati,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,180.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,FWD
Y. Pino,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,34.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250126916.jpg?v=0.05,ESP v CRO,FWD
M. Merino,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,42.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250080572.jpg?v=0.05,ESP v CRO,MID
Á. Baena,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,MID
O. Sancet,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,MID
C. Itten,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250064273.jpg?v=0.05,HUN v SUI,FWD
F. Ugrinic,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,HUN v SUI,MID
R. Steffen,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250060817.jpg?v=0.05,HUN v SUI,MID
R. Vargas,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,156.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250110397.jpg?v=0.05,HUN v SUI,MID
Tosun,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,94.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1908297.jpg?v=0.05,TUR v GEO,FWD
B. Yılmaz,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,138.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250158929.jpg?v=0.05,TUR v GEO,FWD
C. Ünder,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,103.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250082680.jpg?v=0.05,TUR v GEO,FWD
O. Kökçü,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,183.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250113211.jpg?v=0.05,TUR v GEO,MID
Y. Sarı,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250111149.jpg?v=0.05,TUR v GEO,MID
Y. Yazıcı,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250097254.jpg?v=0.05,TUR v GEO,MID
V. Vanat,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,FWD
R. Yaremchuk,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,139.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250047100.jpg?v=0.05,ROU v UKR,FWD
V. Tsygankov,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,319.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250058270.jpg?v=0.05,ROU v UKR,FWD
V. Buyalskyi,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250024124.jpg?v=0.05,ROU v UKR,MID
O. Zubkov,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,MID
A. Bondarenko,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250112969.jpg?v=0.05,ROU v UKR,MID
J. Frimpong,5.5,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9266.0,5557.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,DEF
A. Rudiger,5.5,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7759.0,5860.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250028211.jpg?v=0.05,GER v SCO,DEF
T. Hernández,5.5,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9010.0,4361.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250076126.jpg?v=0.05,AUT v FRA,DEF
J. Gvardiol,5.5,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3747.0,4407.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250127284.jpg?v=0.05,ESP v CRO,DEF
M. Maignan,5.5,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4322.0,4476.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250042780.jpg?v=0.05,AUT v FRA,GK
T. Alexander-Arnold,5.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3754.0,3456.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250076357.jpg?v=0.05,SRB v ENG,DEF
W. Saliba,5.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2697.0,2818.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,AUT v FRA,DEF
T. Courtois,5.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3572.0,3954.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,GK
K. Walker,5.5,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2984.0,2970.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250010259.jpg?v=0.05,SRB v ENG,DEF
G. Di Lorenzo,5.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4557.0,4001.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250064229.jpg?v=0.05,ITA v ALB,DEF
D. Dumfries,5.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3073.0,3451.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250112690.jpg?v=0.05,POL v NED,DEF
A. Bastoni,5.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395.0,2085.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250091199.jpg?v=0.05,ITA v ALB,DEF
D. Udogie,5.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,3093.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250128956.jpg?v=0.05,ITA v ALB,DEF
M. de Ligt,5.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,1638.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250081554.jpg?v=0.05,POL v NED,DEF
M. Ter Stegen,5.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,1545.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250007631.jpg?v=0.05,GER v SCO,GK
N. Aké,5.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.0,1376.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250027008.jpg?v=0.05,POL v NED,DEF
A. Robertson,5.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0,1624.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066157.jpg?v=0.05,GER v SCO,DEF
D. Carvajal,5.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.0,1039.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250024448.jpg?v=0.05,ESP v CRO,DEF
P. Porro,5.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,1659.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/150562676.jpg?v=0.05,ESP v CRO,DEF
O. Zinchenko,5.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2339.0,1967.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250056861.jpg?v=0.05,ROU v UKR,MID
U. Simón,5.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,1139.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,GK
I. Konaté,5.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,1141.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250091013.jpg?v=0.05,AUT v FRA,DEF
J. Mæhle,5.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1362.0,1448.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250081192.jpg?v=0.05,SVN v DEN,DEF
K. Mainoo,5.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0,767.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,MID
D. Alaba,5.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,929.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1906540.jpg?v=0.05,AUT v FRA,DEF
S. Mitrović,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,368.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,MID
K. Yıldız,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,510.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250171055.jpg?v=0.05,TUR v GEO,FWD
L. Shankland,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,268.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,GER v SCO,FWD
C. Adams,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,579.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250155055.jpg?v=0.05,GER v SCO,FWD
K. Thuram,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,340.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250106722.jpg?v=0.05,AUT v FRA,MID
M. Locatelli,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,556.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066747.jpg?v=0.05,ITA v ALB,MID
M. Verratti,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,646.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250006200.jpg?v=0.05,ITA v ALB,MID
P. Højbjerg,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,579.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250026986.jpg?v=0.05,SVN v DEN,MID
R. Gravenberch,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,369.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,MID
R. Guerreiro,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,753.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066156.jpg?v=0.05,POR v CZE,DEF
L. Hernández,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,361.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,AUT v FRA,DEF
C. Biraghi,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,180.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250017815.jpg?v=0.05,ITA v ALB,DEF
L. Samardžić,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,219.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250124849.jpg?v=0.05,SRB v ENG,MID
N. Maksimović,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,94.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,MID
E. Nketiah,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,120.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,FWD
E. Eze,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,344.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,MID
I. Ilić,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,133.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,MID
D. Praet,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,84.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,MID
A. Cicâldău,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,68.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,MID
V. Černý,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,87.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250081204.jpg?v=0.05,POR v CZE,FWD
O. Popescu,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,62.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,MID
N. Stanciu,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,202.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250035735.jpg?v=0.05,ROU v UKR,MID
J. Brown,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,120.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250168938.jpg?v=0.05,GER v SCO,FWD
K. Schade,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,33.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,GER v SCO,FWD
F. Grillitsch,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,70.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250041706.jpg?v=0.05,AUT v FRA,MID
M. Seidl,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250138424.jpg?v=0.05,AUT v FRA,MID
X. Schlager,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,127.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250065408.jpg?v=0.05,AUT v FRA,MID
M. Berisha,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,GER v SCO,FWD
D. Olaru,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,MID
Y. Akgün,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,33.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250103764.jpg?v=0.05,TUR v GEO,FWD
U. Nayir,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250122232.jpg?v=0.05,TUR v GEO,FWD
M. Zaccagni,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,68.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250150875.jpg?v=0.05,ITA v ALB,FWD
M. Marin,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,28.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,MID
E. Can,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,164.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,GER v SCO,MID
P. Stojanović,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,MID
C. Fassnacht,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,31.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250110901.jpg?v=0.05,HUN v SUI,MID
D. Sow,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,156.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250065420.jpg?v=0.05,HUN v SUI,MID
U. Bislimi,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,HUN v SUI,MID
A. Jashari,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250171283.jpg?v=0.05,HUN v SUI,MID
S. Zuber,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1905363.jpg?v=0.05,HUN v SUI,MID
J. Veretout,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250017724.jpg?v=0.05,AUT v FRA,MID
M. Sarkaria,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250099173.jpg?v=0.05,AUT v FRA,FWD
R. Freuler,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,44.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250023097.jpg?v=0.05,HUN v SUI,MID
B. Cristante,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,31.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250041741.jpg?v=0.05,ITA v ALB,MID
D. Bîrligea,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,FWD
D. Strelec,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,FWD
R. Polievka,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,FWD
I. Schranz,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,FWD
Ľ. Tupta,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,FWD
D. Drăguş,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,FWD
T. Seferi,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055411.jpg?v=0.05,ITA v ALB,MID
V. Mihăilă,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250121958.jpg?v=0.05,ROU v UKR,FWD
R. Jack,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250005085.jpg?v=0.05,GER v SCO,MID
S. Kalajdzic,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,62.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250116789.jpg?v=0.05,AUT v FRA,FWD
M. Entrup,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250099612.jpg?v=0.05,AUT v FRA,FWD
G. Burgstaller,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,AUT v FRA,FWD
J. Adamu,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250112790.jpg?v=0.05,AUT v FRA,FWD
A. Weimann,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,28.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/106914.jpg?v=0.05,AUT v FRA,MID
K. McLean,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250023609.jpg?v=0.05,GER v SCO,MID
D. Ndoye,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250125538.jpg?v=0.05,HUN v SUI,FWD
